MN996528	15469	15489	4899|15469|AR|11|1	0	-	0
MN996528	3440	3460	3460|14842|DL|12|1	0	+	0
MN996528	14822	14842	3460|14842|AL|12|1	0	-	0
MN996528	3460	3480	3460|14842|DR|12|1	0	+	0
MN996528	14842	14862	3460|14842|AR|12|1	0	-	0
MN996528	21957	21977	21977|23143|DL|13|1	0	+	0
MN996528	23123	23143	21977|23143|AL|13|1	0	-	0
MN996528	21977	21997	21977|23143|DR|13|1	0	+	0
MN996528	23143	23163	21977|23143|AR|13|1	0	-	0
MN996528	5298	5318	5318|16113|DL|14|1	0	+	0
MN996528	16093	16113	5318|16113|AL|14|1	0	-	0
MN996528	5318	5338	5318|16113|DR|14|1	0	+	0
MN996528	16113	16133	5318|16113|AR|14|1	0	-	0
MN996528	20368	20388	20388|28627|DL|15|1	0	+	0
MN996528	28607	28627	20388|28627|AL|15|1	0	-	0
MN996528	20388	20408	20388|28627|DR|15|1	0	+	0
MN996528	28627	28647	20388|28627|AR|15|1	0	-	0
MN996528	17611	17631	17631|24503|DL|16|1	0	+	0
MN996528	24483	24503	17631|24503|AL|16|1	0	-	0
MN996528	17631	17651	17631|24503|DR|16|1	0	+	0
MN996528	24503	24523	17631|24503|AR|16|1	0	-	0
MN996528	15582	15602	15602|26271|DL|17|1	0	+	0
MN996528	26251	26271	15602|26271|AL|17|1	0	-	0
MN996528	15602	15622	15602|26271|DR|17|1	0	+	0
MN996528	26271	26291	15602|26271|AR|17|1	0	-	0
MN996528	1338	1358	1358|14528|DL|18|1	0	+	0
MN996528	14508	14528	1358|14528|AL|18|1	0	-	0
MN996528	1358	1378	1358|14528|DR|18|1	0	+	0
MN996528	14528	14548	1358|14528|AR|18|1	0	-	0
MN996528	1616	1636	1636|26693|DL|19|1	0	+	0
MN996528	26673	26693	1636|26693|AL|19|1	0	-	0
MN996528	1636	1656	1636|26693|DR|19|1	0	+	0
MN996528	26693	26713	1636|26693|AR|19|1	0	-	0
MN996528	11303	11323	11323|28049|DL|20|1	0	+	0
MN996528	28029	28049	11323|28049|AL|20|1	0	-	0
MN996528	11323	11343	11323|28049|DR|20|1	0	+	0
MN996528	28049	28069	11323|28049|AR|20|1	0	-	0
MN996528	3984	4004	4004|7131|DL|21|1	0	+	0
MN996528	7111	7131	4004|7131|AL|21|1	0	-	0
MN996528	4004	4024	4004|7131|DR|21|1	0	+	0
MN996528	7131	7151	4004|7131|AR|21|1	0	-	0
MN996528	17428	17448	17448|27631|DL|22|1	0	+	0
MN996528	27611	27631	17448|27631|AL|22|1	0	-	0
MN996528	17448	17468	17448|27631|DR|22|1	0	+	0
MN996528	27631	27651	17448|27631|AR|22|1	0	-	0
MN996528	22693	22713	22713|29090|DL|23|1	0	+	0
MN996528	29070	29090	22713|29090|AL|23|1	0	-	0
MN996528	22713	22733	22713|29090|DR|23|1	0	+	0
MN996528	29090	29110	22713|29090|AR|23|1	0	-	0
MN996528	3065	3085	3085|20106|DL|24|1	0	+	0
MN996528	20086	20106	3085|20106|AL|24|1	0	-	0
MN996528	3085	3105	3085|20106|DR|24|1	0	+	0
MN996528	20106	20126	3085|20106|AR|24|1	0	-	0
MN996528	8617	8637	8637|24646|DL|25|1	0	+	0
MN996528	24626	24646	8637|24646|AL|25|1	0	-	0
MN996528	8637	8657	8637|24646|DR|25|1	0	+	0
MN996528	24646	24666	8637|24646|AR|25|1	0	-	0
MN996528	860	880	880|5113|DL|26|1	0	+	0
MN996528	5093	5113	880|5113|AL|26|1	0	-	0
MN996528	880	900	880|5113|DR|26|1	0	+	0
MN996528	5113	5133	880|5113|AR|26|1	0	-	0
MN996528	17664	17684	17684|21112|DL|27|1	0	+	0
MN996528	21092	21112	17684|21112|AL|27|1	0	-	0
MN996528	17684	17704	17684|21112|DR|27|1	0	+	0
MN996528	21112	21132	17684|21112|AR|27|1	0	-	0
MN996528	9842	9862	9862|15221|DL|28|1	0	+	0
MN996528	15201	15221	9862|15221|AL|28|1	0	-	0
MN996528	9862	9882	9862|15221|DR|28|1	0	+	0
MN996528	15221	15241	9862|15221|AR|28|1	0	-	0
MN996528	7779	7799	7799|10084|DL|29|1	0	+	0
MN996528	10064	10084	7799|10084|AL|29|1	0	-	0
MN996528	7799	7819	7799|10084|DR|29|1	0	+	0
MN996528	10084	10104	7799|10084|AR|29|1	0	-	0
MN996528	16431	16451	16451|21032|DL|30|1	0	+	0
MN996528	21012	21032	16451|21032|AL|30|1	0	-	0
MN996528	16451	16471	16451|21032|DR|30|1	0	+	0
MN996528	21032	21052	16451|21032|AR|30|1	0	-	0
MN996528	15067	15087	15087|20527|DL|31|1	0	+	0
MN996528	20507	20527	15087|20527|AL|31|1	0	-	0
MN996528	15087	15107	15087|20527|DR|31|1	0	+	0
MN996528	20527	20547	15087|20527|AR|31|1	0	-	0
MN996528	8018	8038	8038|16908|DL|32|1	0	+	0
MN996528	16888	16908	8038|16908|AL|32|1	0	-	0
MN996528	8038	8058	8038|16908|DR|32|1	0	+	0
MN996528	16908	16928	8038|16908|AR|32|1	0	-	0
MN996528	1341	1361	1361|20217|DL|33|1	0	+	0
MN996528	20197	20217	1361|20217|AL|33|1	0	-	0
MN996528	1361	1381	1361|20217|DR|33|1	0	+	0
MN996528	20217	20237	1361|20217|AR|33|1	0	-	0
MN996528	17118	17138	17138|27693|DL|34|1	0	+	0
MN996528	27673	27693	17138|27693|AL|34|1	0	-	0
MN996528	17138	17158	17138|27693|DR|34|1	0	+	0
MN996528	27693	27713	17138|27693|AR|34|1	0	-	0
MN996528	20425	20445	20445|22187|DL|35|1	0	+	0
MN996528	22167	22187	20445|22187|AL|35|1	0	-	0
MN996528	20445	20465	20445|22187|DR|35|1	0	+	0
MN996528	22187	22207	20445|22187|AR|35|1	0	-	0
MN996528	7882	7902	7902|24067|DL|36|1	0	+	0
MN996528	24047	24067	7902|24067|AL|36|1	0	-	0
MN996528	7902	7922	7902|24067|DR|36|1	0	+	0
MN996528	24067	24087	7902|24067|AR|36|1	0	-	0
MN996528	8046	8066	8066|18669|DL|37|1	0	+	0
MN996528	18649	18669	8066|18669|AL|37|1	0	-	0
MN996528	8066	8086	8066|18669|DR|37|1	0	+	0
MN996528	18669	18689	8066|18669|AR|37|1	0	-	0
MN996528	27107	27127	27127|28759|DL|38|1	0	+	0
MN996528	28739	28759	27127|28759|AL|38|1	0	-	0
MN996528	27127	27147	27127|28759|DR|38|1	0	+	0
MN996528	28759	28779	27127|28759|AR|38|1	0	-	0
MN996528	9643	9663	9663|9727|DL|39|1	0	+	0
MN996528	9707	9727	9663|9727|AL|39|1	0	-	0
MN996528	9663	9683	9663|9727|DR|39|1	0	+	0
MN996528	9727	9747	9663|9727|AR|39|1	0	-	1
MN996528	4198	4218	4218|27635|DL|40|1	0	+	0
MN996528	27615	27635	4218|27635|AL|40|1	0	-	0
MN996528	4218	4238	4218|27635|DR|40|1	0	+	0
MN996528	27635	27655	4218|27635|AR|40|1	0	-	0
MN996528	13859	13879	13879|23791|DL|41|1	0	+	0
MN996528	23771	23791	13879|23791|AL|41|1	0	-	0
MN996528	13879	13899	13879|23791|DR|41|1	0	+	0
MN996528	23791	23811	13879|23791|AR|41|1	0	-	0
MN996528	12663	12683	12683|20365|DL|42|1	0	+	0
MN996528	20345	20365	12683|20365|AL|42|1	0	-	0
MN996528	12683	12703	12683|20365|DR|42|1	0	+	0
MN996528	20365	20385	12683|20365|AR|42|1	0	-	0
MN996528	25223	25243	25243|26746|DL|43|1	0	+	0
MN996528	26726	26746	25243|26746|AL|43|1	0	-	0
MN996528	25243	25263	25243|26746|DR|43|1	0	+	0
MN996528	26746	26766	25243|26746|AR|43|1	0	-	0
MN996528	9508	9528	9528|27066|DL|44|1	0	+	0
MN996528	27046	27066	9528|27066|AL|44|1	0	-	0
MN996528	9528	9548	9528|27066|DR|44|1	0	+	0
MN996528	27066	27086	9528|27066|AR|44|1	0	-	0
MN996528	5308	5328	5328|23343|DL|45|1	0	+	0
MN996528	23323	23343	5328|23343|AL|45|1	0	-	1
MN996528	5328	5348	5328|23343|DR|45|1	0	+	0
MN996528	23343	23363	5328|23343|AR|45|1	0	-	0
MN996528	14723	14743	14743|27708|DL|46|1	0	+	0
MN996528	27688	27708	14743|27708|AL|46|1	0	-	0
MN996528	14743	14763	14743|27708|DR|46|1	0	+	0
MN996528	27708	27728	14743|27708|AR|46|1	0	-	0
MN996528	11444	11464	11464|20601|DL|47|1	0	+	0
MN996528	20581	20601	11464|20601|AL|47|1	0	-	0
MN996528	11464	11484	11464|20601|DR|47|1	0	+	0
MN996528	20601	20621	11464|20601|AR|47|1	0	-	0
MN996528	2913	2933	2933|3276|DL|48|1	0	+	0
MN996528	3256	3276	2933|3276|AL|48|1	0	-	0
MN996528	2933	2953	2933|3276|DR|48|1	0	+	0
MN996528	3276	3296	2933|3276|AR|48|1	0	-	0
MN996528	7696	7716	7716|18668|DL|49|1	0	+	0
MN996528	18648	18668	7716|18668|AL|49|1	0	-	0
MN996528	7716	7736	7716|18668|DR|49|1	0	+	0
MN996528	18668	18688	7716|18668|AR|49|1	0	-	0
MN996528	7854	7874	7874|18179|DL|50|1	0	+	0
MN996528	18159	18179	7874|18179|AL|50|1	0	-	0
MN996528	7874	7894	7874|18179|DR|50|1	0	+	0
MN996528	18179	18199	7874|18179|AR|50|1	0	-	0
MN996528	17752	17772	17772|26246|DL|51|1	0	+	0
MN996528	26226	26246	17772|26246|AL|51|1	0	-	0
MN996528	17772	17792	17772|26246|DR|51|1	0	+	0
MN996528	26246	26266	17772|26246|AR|51|1	0	-	0
MN996528	16410	16430	16430|29532|DL|52|1	0	+	0
MN996528	29512	29532	16430|29532|AL|52|1	0	-	0
MN996528	16430	16450	16430|29532|DR|52|1	0	+	0
MN996528	29532	29552	16430|29532|AR|52|1	0	-	0
MN996528	1476	1496	1496|20860|DL|53|1	0	+	0
MN996528	20840	20860	1496|20860|AL|53|1	0	-	0
MN996528	1496	1516	1496|20860|DR|53|1	0	+	0
MN996528	20860	20880	1496|20860|AR|53|1	0	-	0
MN996528	3205	3225	3225|16432|DL|54|1	0	+	0
MN996528	16412	16432	3225|16432|AL|54|1	0	-	0
MN996528	3225	3245	3225|16432|DR|54|1	0	+	0
MN996528	16432	16452	3225|16432|AR|54|1	0	-	0
MN996528	1896	1916	1916|4576|DL|55|1	0	+	0
MN996528	4556	4576	1916|4576|AL|55|1	0	-	0
MN996528	1916	1936	1916|4576|DR|55|1	0	+	0
MN996528	4576	4596	1916|4576|AR|55|1	0	-	0
MN996528	7972	7992	7992|11586|DL|56|1	0	+	0
MN996528	11566	11586	7992|11586|AL|56|1	0	-	0
MN996528	7992	8012	7992|11586|DR|56|1	0	+	0
MN996528	11586	11606	7992|11586|AR|56|1	0	-	0
MN996528	18345	18365	18365|28864|DL|57|1	0	+	0
MN996528	28844	28864	18365|28864|AL|57|1	0	-	0
MN996528	18365	18385	18365|28864|DR|57|1	0	+	0
MN996528	28864	28884	18365|28864|AR|57|1	0	-	0
MN996528	14982	15002	15002|27924|DL|58|1	0	+	0
MN996528	27904	27924	15002|27924|AL|58|1	0	-	0
MN996528	15002	15022	15002|27924|DR|58|1	0	+	0
MN996528	27924	27944	15002|27924|AR|58|1	0	-	0
MN996528	3397	3417	3417|23124|DL|59|1	0	+	0
MN996528	23104	23124	3417|23124|AL|59|1	0	-	0
MN996528	3417	3437	3417|23124|DR|59|1	0	+	0
MN996528	23124	23144	3417|23124|AR|59|1	0	-	0
MN996528	13915	13935	13935|20538|DL|60|1	0	+	0
MN996528	20518	20538	13935|20538|AL|60|1	0	-	0
MN996528	13935	13955	13935|20538|DR|60|1	0	+	0
MN996528	20538	20558	13935|20538|AR|60|1	0	-	0
MN996528	25947	25967	25967|28542|DL|61|1	0	+	0
MN996528	28522	28542	25967|28542|AL|61|1	0	-	0
MN996528	25967	25987	25967|28542|DR|61|1	0	+	0
MN996528	28542	28562	25967|28542|AR|61|1	0	-	0
MN996528	7471	7491	7491|16109|DL|62|1	0	+	0
MN996528	16089	16109	7491|16109|AL|62|1	0	-	0
MN996528	7491	7511	7491|16109|DR|62|1	0	+	0
MN996528	16109	16129	7491|16109|AR|62|1	0	-	0
MN996528	26543	26563	26563|28325|DL|63|1	0	+	0
MN996528	28305	28325	26563|28325|AL|63|1	0	-	0
MN996528	26563	26583	26563|28325|DR|63|1	0	+	0
MN996528	28325	28345	26563|28325|AR|63|1	0	-	0
MN996528	11127	11147	11147|26335|DL|64|1	0	+	0
MN996528	26315	26335	11147|26335|AL|64|1	0	-	0
MN996528	11147	11167	11147|26335|DR|64|1	0	+	0
MN996528	26335	26355	11147|26335|AR|64|1	0	-	0
MN996528	14469	14489	14489|22160|DL|65|1	0	+	0
MN996528	22140	22160	14489|22160|AL|65|1	0	-	0
MN996528	14489	14509	14489|22160|DR|65|1	0	+	0
MN996528	22160	22180	14489|22160|AR|65|1	0	-	0
MN996528	2632	2652	2652|6648|DL|66|1	0	+	0
MN996528	6628	6648	2652|6648|AL|66|1	0	-	0
MN996528	2652	2672	2652|6648|DR|66|1	0	+	0
MN996528	6648	6668	2652|6648|AR|66|1	0	-	0
MN996528	10282	10302	10302|11420|DL|67|1	0	+	0
MN996528	11400	11420	10302|11420|AL|67|1	0	-	0
MN996528	10302	10322	10302|11420|DR|67|1	0	+	0
MN996528	11420	11440	10302|11420|AR|67|1	0	-	0
MN996528	944	964	964|17050|DL|68|1	0	+	0
MN996528	17030	17050	964|17050|AL|68|1	0	-	0
MN996528	964	984	964|17050|DR|68|1	0	+	0
MN996528	17050	17070	964|17050|AR|68|1	0	-	0
MN996528	15634	15654	15654|19687|DL|69|1	0	+	0
MN996528	19667	19687	15654|19687|AL|69|1	0	-	0
MN996528	15654	15674	15654|19687|DR|69|1	0	+	0
MN996528	19687	19707	15654|19687|AR|69|1	0	-	0
MN996528	27129	27149	27149|28212|DL|70|1	0	+	0
MN996528	28192	28212	27149|28212|AL|70|1	0	-	1
MN996528	27149	27169	27149|28212|DR|70|1	0	+	0
MN996528	28212	28232	27149|28212|AR|70|1	0	-	0
MN996528	20620	20640	20640|26263|DL|71|1	0	+	0
MN996528	26243	26263	20640|26263|AL|71|1	0	-	0
MN996528	20640	20660	20640|26263|DR|71|1	0	+	0
MN996528	26263	26283	20640|26263|AR|71|1	0	-	0
MN996528	20158	20178	20178|24651|DL|72|1	0	+	0
MN996528	24631	24651	20178|24651|AL|72|1	0	-	0
MN996528	20178	20198	20178|24651|DR|72|1	0	+	0
MN996528	24651	24671	20178|24651|AR|72|1	0	-	0
MN996528	19473	19493	19493|27322|DL|73|1	0	+	0
MN996528	27302	27322	19493|27322|AL|73|1	0	-	0
MN996528	19493	19513	19493|27322|DR|73|1	0	+	0
MN996528	27322	27342	19493|27322|AR|73|1	0	-	0
MN996528	17411	17431	17431|21188|DL|74|1	0	+	0
MN996528	21168	21188	17431|21188|AL|74|1	0	-	0
MN996528	17431	17451	17431|21188|DR|74|1	0	+	0
MN996528	21188	21208	17431|21188|AR|74|1	0	-	0
MN996528	13155	13175	13175|24807|DL|75|1	0	+	0
MN996528	24787	24807	13175|24807|AL|75|1	0	-	0
MN996528	13175	13195	13175|24807|DR|75|1	0	+	0
MN996528	24807	24827	13175|24807|AR|75|1	0	-	0
MN996528	12853	12873	12873|21596|DL|76|1	0	+	0
MN996528	21576	21596	12873|21596|AL|76|1	0	-	0
MN996528	12873	12893	12873|21596|DR|76|1	0	+	0
MN996528	21596	21616	12873|21596|AR|76|1	0	-	0
MN996528	8296	8316	8316|21814|DL|77|1	0	+	0
MN996528	21794	21814	8316|21814|AL|77|1	0	-	0
MN996528	8316	8336	8316|21814|DR|77|1	0	+	0
MN996528	21814	21834	8316|21814|AR|77|1	0	-	0
MN996528	20917	20937	20937|23449|DL|78|1	0	+	0
MN996528	23429	23449	20937|23449|AL|78|1	0	-	0
MN996528	20937	20957	20937|23449|DR|78|1	0	+	0
MN996528	23449	23469	20937|23449|AR|78|1	0	-	0
MN996528	2195	2215	2215|10358|DL|79|1	0	+	0
MN996528	10338	10358	2215|10358|AL|79|1	0	-	0
MN996528	2215	2235	2215|10358|DR|79|1	0	+	0
MN996528	10358	10378	2215|10358|AR|79|1	0	-	0
MN996528	3634	3654	3654|27497|DL|80|1	0	+	0
MN996528	27477	27497	3654|27497|AL|80|1	0	-	0
MN996528	3654	3674	3654|27497|DR|80|1	0	+	0
MN996528	27497	27517	3654|27497|AR|80|1	0	-	0
MN996528	15690	15710	15710|29237|DL|81|1	0	+	0
MN996528	29217	29237	15710|29237|AL|81|1	0	-	0
MN996528	15710	15730	15710|29237|DR|81|1	0	+	0
MN996528	29237	29257	15710|29237|AR|81|1	0	-	0
MN996528	12940	12960	12960|19704|DL|82|1	0	+	0
MN996528	19684	19704	12960|19704|AL|82|1	0	-	0
MN996528	12960	12980	12960|19704|DR|82|1	0	+	0
MN996528	19704	19724	12960|19704|AR|82|1	0	-	0
MN996528	11980	12000	12000|17574|DL|83|1	0	+	0
MN996528	17554	17574	12000|17574|AL|83|1	0	-	0
MN996528	12000	12020	12000|17574|DR|83|1	0	+	0
MN996528	17574	17594	12000|17574|AR|83|1	0	-	0
MN996528	7430	7450	7450|19674|DL|84|1	0	+	0
MN996528	19654	19674	7450|19674|AL|84|1	0	-	0
MN996528	7450	7470	7450|19674|DR|84|1	0	+	0
MN996528	19674	19694	7450|19674|AR|84|1	0	-	0
MN996528	883	903	903|24384|DL|85|1	0	+	0
MN996528	24364	24384	903|24384|AL|85|1	0	-	0
MN996528	903	923	903|24384|DR|85|1	0	+	0
MN996528	24384	24404	903|24384|AR|85|1	0	-	0
MN996528	13172	13192	13192|26110|DL|86|1	0	+	0
MN996528	26090	26110	13192|26110|AL|86|1	0	-	0
MN996528	13192	13212	13192|26110|DR|86|1	0	+	0
MN996528	26110	26130	13192|26110|AR|86|1	0	-	0
MN996528	4064	4084	4084|21786|DL|87|1	0	+	0
MN996528	21766	21786	4084|21786|AL|87|1	0	-	0
MN996528	4084	4104	4084|21786|DR|87|1	0	+	0
MN996528	21786	21806	4084|21786|AR|87|1	0	-	0
MN996528	9094	9114	9114|16807|DL|88|1	0	+	0
MN996528	16787	16807	9114|16807|AL|88|1	0	-	0
MN996528	9114	9134	9114|16807|DR|88|1	0	+	0
MN996528	16807	16827	9114|16807|AR|88|1	0	-	0
MN996528	10836	10856	10856|20115|DL|89|1	0	+	0
MN996528	20095	20115	10856|20115|AL|89|1	0	-	0
MN996528	10856	10876	10856|20115|DR|89|1	0	+	0
MN996528	20115	20135	10856|20115|AR|89|1	0	-	0
MN996528	11488	11508	11508|14632|DL|90|1	0	+	0
MN996528	14612	14632	11508|14632|AL|90|1	0	-	0
MN996528	11508	11528	11508|14632|DR|90|1	0	+	0
MN996528	14632	14652	11508|14632|AR|90|1	0	-	0
MN996528	2950	2970	2970|28909|DL|91|1	0	+	0
MN996528	28889	28909	2970|28909|AL|91|1	0	-	0
MN996528	2970	2990	2970|28909|DR|91|1	0	+	0
MN996528	28909	28929	2970|28909|AR|91|1	0	-	0
MN996528	4196	4216	4216|17401|DL|92|1	0	+	0
MN996528	17381	17401	4216|17401|AL|92|1	0	-	0
MN996528	4216	4236	4216|17401|DR|92|1	0	+	0
MN996528	17401	17421	4216|17401|AR|92|1	0	-	0
MN996528	23668	23688	23688|28052|DL|93|1	0	+	0
MN996528	28032	28052	23688|28052|AL|93|1	0	-	0
MN996528	23688	23708	23688|28052|DR|93|1	0	+	0
MN996528	28052	28072	23688|28052|AR|93|1	0	-	0
MN996528	941	961	961|13514|DL|94|1	0	+	0
MN996528	13494	13514	961|13514|AL|94|1	0	-	0
MN996528	961	981	961|13514|DR|94|1	0	+	0
MN996528	13514	13534	961|13514|AR|94|1	0	-	0
MN996528	436	456	456|16380|DL|95|1	0	+	0
MN996528	16360	16380	456|16380|AL|95|1	0	-	0
MN996528	456	476	456|16380|DR|95|1	0	+	0
MN996528	16380	16400	456|16380|AR|95|1	0	-	0
MN996528	4609	4629	4629|17554|DL|96|1	0	+	0
MN996528	17534	17554	4629|17554|AL|96|1	0	-	0
MN996528	4629	4649	4629|17554|DR|96|1	0	+	0
MN996528	17554	17574	4629|17554|AR|96|1	0	-	0
MN996528	767	787	787|12797|DL|97|1	0	+	0
MN996528	12777	12797	787|12797|AL|97|1	0	-	0
MN996528	787	807	787|12797|DR|97|1	0	+	0
MN996528	12797	12817	787|12797|AR|97|1	0	-	0
MN996528	2213	2233	2233|29461|DL|98|1	0	+	0
MN996528	29441	29461	2233|29461|AL|98|1	0	-	0
MN996528	2233	2253	2233|29461|DR|98|1	0	+	0
MN996528	29461	29481	2233|29461|AR|98|1	0	-	0
MN996528	3288	3308	3308|6563|DL|99|1	0	+	0
MN996528	6543	6563	3308|6563|AL|99|1	0	-	0
MN996528	3308	3328	3308|6563|DR|99|1	0	+	0
MN996528	6563	6583	3308|6563|AR|99|1	0	-	0
MN996528	9174	9194	9194|16442|DL|100|1	0	+	0
MN996528	16422	16442	9194|16442|AL|100|1	0	-	0
MN996528	9194	9214	9194|16442|DR|100|1	0	+	0
MN996528	16442	16462	9194|16442|AR|100|1	0	-	0
MN996528	14865	14885	14885|16815|DL|101|1	0	+	0
MN996528	16795	16815	14885|16815|AL|101|1	0	-	0
MN996528	14885	14905	14885|16815|DR|101|1	0	+	0
MN996528	16815	16835	14885|16815|AR|101|1	0	-	0
MN996528	8313	8333	8333|27390|DL|102|1	0	+	0
MN996528	27370	27390	8333|27390|AL|102|1	0	-	0
MN996528	8333	8353	8333|27390|DR|102|1	0	+	0
MN996528	27390	27410	8333|27390|AR|102|1	0	-	0
MN996528	5437	5457	5457|28001|DL|103|1	0	+	0
MN996528	27981	28001	5457|28001|AL|103|1	0	-	0
MN996528	5457	5477	5457|28001|DR|103|1	0	+	0
MN996528	28001	28021	5457|28001|AR|103|1	0	-	0
MN996528	13906	13926	13926|25364|DL|104|1	0	+	0
MN996528	25344	25364	13926|25364|AL|104|1	0	-	0
MN996528	13926	13946	13926|25364|DR|104|1	0	+	0
MN996528	25364	25384	13926|25364|AR|104|1	0	-	0
MN996528	122	142	142|7912|DL|105|1	0	+	0
MN996528	7892	7912	142|7912|AL|105|1	0	-	0
MN996528	142	162	142|7912|DR|105|1	0	+	0
MN996528	7912	7932	142|7912|AR|105|1	0	-	0
MN996528	14775	14795	14795|22853|DL|106|1	0	+	0
MN996528	22833	22853	14795|22853|AL|106|1	0	-	0
MN996528	14795	14815	14795|22853|DR|106|1	0	+	0
MN996528	22853	22873	14795|22853|AR|106|1	0	-	0
MN996528	2820	2840	2840|11447|DL|107|1	0	+	0
MN996528	11427	11447	2840|11447|AL|107|1	0	-	0
MN996528	2840	2860	2840|11447|DR|107|1	0	+	0
MN996528	11447	11467	2840|11447|AR|107|1	0	-	0
MN996528	19243	19263	19263|20491|DL|108|1	0	+	0
MN996528	20471	20491	19263|20491|AL|108|1	0	-	0
MN996528	19263	19283	19263|20491|DR|108|1	0	+	0
MN996528	20491	20511	19263|20491|AR|108|1	0	-	0
MN996528	7982	8002	8002|24092|DL|109|1	0	+	0
MN996528	24072	24092	8002|24092|AL|109|1	0	-	0
MN996528	8002	8022	8002|24092|DR|109|1	0	+	0
MN996528	24092	24112	8002|24092|AR|109|1	0	-	0
MN996528	22003	22023	22023|22964|DL|110|1	0	+	0
MN996528	22944	22964	22023|22964|AL|110|1	0	-	0
MN996528	22023	22043	22023|22964|DR|110|1	0	+	0
MN996528	22964	22984	22023|22964|AR|110|1	0	-	0
MN996528	14372	14392	14392|24900|DL|111|1	0	+	0
MN996528	24880	24900	14392|24900|AL|111|1	0	-	0
MN996528	14392	14412	14392|24900|DR|111|1	0	+	0
MN996528	24900	24920	14392|24900|AR|111|1	0	-	0
MN996528	17581	17601	17601|21090|DL|112|1	0	+	0
MN996528	21070	21090	17601|21090|AL|112|1	0	-	0
MN996528	17601	17621	17601|21090|DR|112|1	0	+	0
MN996528	21090	21110	17601|21090|AR|112|1	0	-	0
MN996528	9282	9302	9302|19663|DL|113|1	0	+	0
MN996528	19643	19663	9302|19663|AL|113|1	0	-	0
MN996528	9302	9322	9302|19663|DR|113|1	0	+	0
MN996528	19663	19683	9302|19663|AR|113|1	0	-	0
MN996528	6346	6366	6366|12568|DL|114|1	0	+	0
MN996528	12548	12568	6366|12568|AL|114|1	0	-	0
MN996528	6366	6386	6366|12568|DR|114|1	0	+	0
MN996528	12568	12588	6366|12568|AR|114|1	0	-	0
MN996528	13081	13101	13101|18343|DL|115|1	0	+	0
MN996528	18323	18343	13101|18343|AL|115|1	0	-	0
MN996528	13101	13121	13101|18343|DR|115|1	0	+	0
MN996528	18343	18363	13101|18343|AR|115|1	0	-	0
MN996528	12365	12385	12385|19257|DL|116|1	0	+	0
MN996528	19237	19257	12385|19257|AL|116|1	0	-	0
MN996528	12385	12405	12385|19257|DR|116|1	0	+	0
MN996528	19257	19277	12385|19257|AR|116|1	0	-	0
MN996528	15811	15831	15831|26079|DL|117|1	0	+	0
MN996528	26059	26079	15831|26079|AL|117|1	0	-	0
MN996528	15831	15851	15831|26079|DR|117|1	0	+	0
MN996528	26079	26099	15831|26079|AR|117|1	0	-	0
